Unnamed: 0,invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_price,hour,day_name,month,shift,revenue,profit
4336,4337,WALM013,Irving,Home and lifestyle,23.0,2.0,2023-11-26,2026-01-09 17:36:00,Ewallet,4.0,0.48,46.0,17,Sunday,11,Afternoon,46.0,22.08
4337,4338,WALM021,McAllen,Fashion accessories,34.0,1.0,2021-08-13,2026-01-09 15:32:00,Ewallet,5.0,0.48,34.0,15,Friday,8,Afternoon,34.0,16.32
4338,4339,WALM095,Big Spring,Home and lifestyle,35.0,1.0,2021-08-31,2026-01-09 19:09:00,Ewallet,5.0,0.33,35.0,19,Tuesday,8,Evening,35.0,11.55
4339,4340,WALM020,Killeen,Fashion accessories,15.0,1.0,2021-12-25,2026-01-09 20:09:00,Ewallet,5.0,0.48,15.0,20,Saturday,12,Evening,15.0,7.199999999999999
4340,4341,WALM088,Cleburne,Home and lifestyle,39.0,3.0,2021-11-26,2026-01-09 15:18:00,Ewallet,9.0,0.33,117.0,15,Friday,11,Afternoon,117.0,38.61
4341,4342,WALM020,Killeen,Fashion accessories,44.0,1.0,2020-12-03,2026-01-09 18:48:00,Ewallet,4.0,0.48,44.0,18,Thursday,12,Evening,44.0,21.119999999999997
4342,4343,WALM061,Cedar Park,Home and lifestyle,50.0,2.0,2021-09-25,2026-01-09 16:54:00,Ewallet,8.0,0.33,100.0,16,Saturday,9,Afternoon,100.0,33.0
4343,4344,WALM077,Coppell,Fashion accessories,44.0,3.0,2023-11-11,2026-01-09 17:39:00,Ewallet,5.0,0.33,132.0,17,Saturday,11,Afternoon,132.0,43.56
4344,4345,WALM063,Georgetown,Home and lifestyle,39.0,1.0,2020-12-09,2026-01-09 15:13:00,Ewallet,4.0,0.33,39.0,15,Wednesday,12,Afternoon,39.0,12.870000000000001
4345,4346,WALM077,Coppell,Fashion accessories,18.0,2.0,2021-08-28,2026-01-09 15:11:00,Ewallet,5.0,0.33,36.0,15,Saturday,8,Afternoon,36.0,11.88
4346,4347,WALM060,DeSoto,Home and lifestyle,53.0,3.0,2021-09-21,2026-01-09 17:19:00,Ewallet,4.0,0.33,159.0,17,Tuesday,9,Afternoon,159.0,52.470000000000006
4347,4348,WALM069,Rockwall,Fashion accessories,49.0,3.0,2020-10-04,2026-01-09 20:44:00,Ewallet,5.0,0.33,147.0,20,Sunday,10,Evening,147.0,48.510000000000005
4348,4349,WALM077,Coppell,Home and lifestyle,30.0,1.0,2023-12-01,2026-01-09 17:25:00,Ewallet,8.0,0.33,30.0,17,Friday,12,Afternoon,30.0,9.9
4349,4350,WALM078,Del Rio,Fashion accessories,43.0,1.0,2022-09-17,2026-01-09 18:12:00,Ewallet,9.0,0.33,43.0,18,Saturday,9,Evening,43.0,14.190000000000001
4350,4351,WALM022,Mesquite,Home and lifestyle,82.0,2.0,2021-09-21,2026-01-09 18:51:00,Ewallet,6.0,0.48,164.0,18,Tuesday,9,Evening,164.0,78.72
4351,4352,WALM066,Grapevine,Fashion accessories,66.0,2.0,2020-11-25,2026-01-09 17:27:00,Ewallet,4.0,0.33,132.0,17,Wednesday,11,Afternoon,132.0,43.56
4352,4353,WALM011,Lubbock,Home and lifestyle,22.0,1.0,2021-12-14,2026-01-09 18:04:00,Ewallet,9.0,0.48,22.0,18,Tuesday,12,Evening,22.0,10.559999999999999
4353,4354,WALM093,Angleton,Fashion accessories,16.0,3.0,2023-11-01,2026-01-09 20:22:00,Ewallet,7.0,0.33,48.0,20,Wednesday,11,Evening,48.0,15.84
4354,4355,WALM013,Irving,Home and lifestyle,21.0,2.0,2022-11-07,2026-01-09 16:41:00,Ewallet,6.0,0.48,42.0,16,Monday,11,Afternoon,42.0,20.16
4355,4356,WALM011,Lubbock,Fashion accessories,23.0,2.0,2020-09-01,2026-01-09 16:37:00,Ewallet,4.0,0.48,46.0,16,Tuesday,9,Afternoon,46.0,22.08
4356,4357,WALM052,Mansfield,Home and lifestyle,52.0,2.0,2021-12-02,2026-01-09 19:49:00,Ewallet,9.0,0.57,104.0,19,Thursday,12,Evening,104.0,59.279999999999994
4357,4358,WALM083,Farmers Branch,Fashion accessories,30.0,3.0,2022-12-14,2026-01-09 15:07:00,Ewallet,8.0,0.33,90.0,15,Wednesday,12,Afternoon,90.0,29.700000000000003
4358,4359,WALM048,Harlingen,Home and lifestyle,44.0,2.0,2021-12-15,2026-01-09 16:09:00,Ewallet,4.0,0.48,88.0,16,Wednesday,12,Afternoon,88.0,42.239999999999995
4359,4360,WALM098,Mineral Wells,Fashion accessories,83.0,2.0,2021-11-20,2026-01-09 18:48:00,Ewallet,6.0,0.18,166.0,18,Saturday,11,Evening,166.0,29.88
4360,4361,WALM092,Lake Jackson,Home and lifestyle,20.0,1.0,2020-09-12,2026-01-09 16:28:00,Ewallet,9.0,0.33,20.0,16,Saturday,9,Afternoon,20.0,6.6000000000000005
4361,4362,WALM090,Brownwood,Fashion accessories,22.0,2.0,2023-09-28,2026-01-09 20:32:00,Ewallet,7.0,0.33,44.0,20,Thursday,9,Evening,44.0,14.520000000000001
4362,4363,WALM041,Mission,Home and lifestyle,50.0,3.0,2021-11-11,2026-01-09 16:08:00,Ewallet,4.0,0.48,150.0,16,Thursday,11,Afternoon,150.0,72.0
4363,4364,WALM061,Cedar Park,Fashion accessories,18.0,3.0,2023-08-29,2026-01-09 15:56:00,Ewallet,7.0,0.33,54.0,15,Tuesday,8,Afternoon,54.0,17.82
4364,4365,WALM037,League City,Home and lifestyle,27.0,1.0,2021-09-24,2026-01-09 20:39:00,Ewallet,8.0,0.48,27.0,20,Friday,9,Evening,27.0,12.959999999999999
4365,4366,WALM017,McKinney,Fashion accessories,33.0,3.0,2020-12-03,2026-01-09 17:09:00,Ewallet,9.0,0.48,99.0,17,Thursday,12,Afternoon,99.0,47.519999999999996
4366,4367,WALM006,El Paso,Home and lifestyle,43.0,3.0,2020-12-08,2026-01-09 16:21:00,Ewallet,8.0,0.48,129.0,16,Tuesday,12,Afternoon,129.0,61.919999999999995
4367,4368,WALM092,Lake Jackson,Fashion accessories,33.0,3.0,2023-09-20,2026-01-09 16:23:00,Ewallet,5.0,0.33,99.0,16,Wednesday,9,Afternoon,99.0,32.67
4368,4369,WALM057,Euless,Home and lifestyle,68.0,1.0,2022-12-22,2026-01-09 17:28:00,Ewallet,8.0,0.33,68.0,17,Thursday,12,Afternoon,68.0,22.44
4369,4370,WALM060,DeSoto,Fashion accessories,76.0,1.0,2022-12-31,2026-01-09 17:14:00,Ewallet,7.0,0.33,76.0,17,Saturday,12,Afternoon,76.0,25.080000000000002
4370,4371,WALM047,Flower Mound,Home and lifestyle,63.0,3.0,2020-08-26,2026-01-09 18:49:00,Ewallet,4.0,0.48,189.0,18,Wednesday,8,Evening,189.0,90.72
4371,4372,WALM019,Pasadena,Fashion accessories,64.0,3.0,2020-09-07,2026-01-09 15:49:00,Ewallet,5.0,0.48,192.0,15,Monday,9,Afternoon,192.0,92.16
4372,4373,WALM088,Cleburne,Home and lifestyle,23.0,2.0,2020-10-12,2026-01-09 20:25:00,Ewallet,4.0,0.33,46.0,20,Monday,10,Evening,46.0,15.180000000000001
4373,4374,WALM005,Fort Worth,Fashion accessories,32.0,1.0,2021-08-16,2026-01-09 18:31:00,Ewallet,4.0,0.48,32.0,18,Monday,8,Evening,32.0,15.36
4374,4375,WALM016,Brownsville,Home and lifestyle,62.0,1.0,2022-09-12,2026-01-09 15:52:00,Ewallet,9.0,0.48,62.0,15,Monday,9,Afternoon,62.0,29.759999999999998
4375,4376,WALM076,Huntsville,Fashion accessories,63.0,1.0,2022-11-20,2026-01-09 15:48:00,Ewallet,8.0,0.33,63.0,15,Sunday,11,Afternoon,63.0,20.790000000000003
4376,4377,WALM015,Grand Prairie,Home and lifestyle,81.0,1.0,2022-12-16,2026-01-09 17:29:00,Ewallet,4.0,0.48,81.0,17,Friday,12,Afternoon,81.0,38.879999999999995
4377,4378,WALM019,Pasadena,Fashion accessories,57.0,1.0,2023-10-30,2026-01-09 20:19:00,Ewallet,7.0,0.48,57.0,20,Monday,10,Evening,57.0,27.36
4378,4379,WALM053,Conroe,Home and lifestyle,39.0,1.0,2021-10-03,2026-01-09 15:22:00,Ewallet,6.0,0.57,39.0,15,Sunday,10,Afternoon,39.0,22.229999999999997
4379,4380,WALM077,Coppell,Fashion accessories,22.0,2.0,2021-12-31,2026-01-09 18:15:00,Ewallet,9.0,0.33,44.0,18,Friday,12,Evening,44.0,14.520000000000001
4380,4381,WALM048,Harlingen,Home and lifestyle,20.0,2.0,2023-11-27,2026-01-09 17:12:00,Ewallet,6.0,0.48,40.0,17,Monday,11,Afternoon,40.0,19.2
4381,4382,WALM077,Coppell,Fashion accessories,17.0,1.0,2022-10-28,2026-01-09 15:12:00,Ewallet,5.0,0.33,17.0,15,Friday,10,Afternoon,17.0,5.61
4382,4383,WALM045,Missouri City,Home and lifestyle,79.0,1.0,2022-10-31,2026-01-09 16:08:00,Credit card,5.0,0.48,79.0,16,Monday,10,Afternoon,79.0,37.92
4383,4384,WALM006,El Paso,Fashion accessories,48.0,3.0,2023-12-20,2026-01-09 18:50:00,Ewallet,7.0,0.48,144.0,18,Wednesday,12,Evening,144.0,69.12
4384,4385,WALM083,Farmers Branch,Home and lifestyle,56.0,2.0,2020-11-16,2026-01-09 19:06:00,Ewallet,8.0,0.33,112.0,19,Monday,11,Evening,112.0,36.96
4385,4386,WALM077,Coppell,Fashion accessories,20.0,2.0,2022-08-17,2026-01-09 19:57:00,Ewallet,5.0,0.33,40.0,19,Wednesday,8,Evening,40.0,13.200000000000001
4386,4387,WALM079,La Porte,Home and lifestyle,71.0,3.0,2023-09-05,2026-01-09 20:42:00,Ewallet,6.0,0.33,213.0,20,Tuesday,9,Evening,213.0,70.29
4387,4388,WALM017,McKinney,Fashion accessories,25.0,1.0,2020-12-08,2026-01-09 17:15:00,Ewallet,4.0,0.48,25.0,17,Tuesday,12,Afternoon,25.0,12.0
4388,4389,WALM026,Denton,Home and lifestyle,76.0,1.0,2021-09-23,2026-01-09 15:01:00,Ewallet,8.0,0.48,76.0,15,Thursday,9,Afternoon,76.0,36.48
4389,4390,WALM051,New Braunfels,Fashion accessories,33.0,1.0,2021-08-10,2026-01-09 18:47:00,Ewallet,7.0,0.57,33.0,18,Tuesday,8,Evening,33.0,18.81
4390,4391,WALM080,Nacogdoches,Home and lifestyle,40.0,2.0,2020-10-24,2026-01-09 17:26:00,Ewallet,9.0,0.33,80.0,17,Saturday,10,Afternoon,80.0,26.400000000000002
4391,4392,WALM057,Euless,Fashion accessories,55.0,1.0,2021-08-08,2026-01-09 17:37:00,Ewallet,8.0,0.33,55.0,17,Sunday,8,Afternoon,55.0,18.150000000000002
4392,4393,WALM033,Pearland,Home and lifestyle,78.0,3.0,2022-11-30,2026-01-09 15:11:00,Ewallet,6.0,0.48,234.0,15,Wednesday,11,Afternoon,234.0,112.32
4393,4394,WALM010,Laredo,Fashion accessories,18.0,3.0,2023-12-02,2026-01-09 20:51:00,Ewallet,9.0,0.48,54.0,20,Saturday,12,Evening,54.0,25.919999999999998
4394,4395,WALM090,Brownwood,Home and lifestyle,32.0,2.0,2021-09-28,2026-01-09 16:20:00,Ewallet,4.0,0.33,64.0,16,Tuesday,9,Afternoon,64.0,21.12
4395,4396,WALM053,Conroe,Fashion accessories,83.0,1.0,2023-09-10,2026-01-09 15:24:00,Ewallet,4.0,0.21,83.0,15,Sunday,9,Afternoon,83.0,17.43
4396,4397,WALM027,Abilene,Home and lifestyle,21.0,3.0,2022-12-01,2026-01-09 19:11:00,Ewallet,7.0,0.48,63.0,19,Thursday,12,Evening,63.0,30.24
4397,4398,WALM009,Plano,Fashion accessories,66.0,3.0,2021-12-19,2026-01-09 17:48:00,Ewallet,6.0,0.48,198.0,17,Sunday,12,Afternoon,198.0,95.03999999999999
4398,4399,WALM085,Kerrville,Home and lifestyle,59.0,3.0,2020-12-16,2026-01-09 18:42:00,Ewallet,8.0,0.33,177.0,18,Wednesday,12,Evening,177.0,58.410000000000004
4399,4400,WALM036,Allen,Fashion accessories,61.0,1.0,2022-08-14,2026-01-09 15:05:00,Ewallet,7.0,0.48,61.0,15,Sunday,8,Afternoon,61.0,29.279999999999998
4400,4401,WALM092,Lake Jackson,Home and lifestyle,38.0,1.0,2021-11-10,2026-01-09 16:00:00,Ewallet,5.0,0.33,38.0,16,Wednesday,11,Afternoon,38.0,12.540000000000001
4401,4402,WALM030,Richardson,Fashion accessories,42.0,1.0,2021-10-25,2026-01-09 15:41:00,Ewallet,9.0,0.48,42.0,15,Monday,10,Afternoon,42.0,20.16
4402,4403,WALM077,Coppell,Home and lifestyle,48.0,1.0,2020-09-12,2026-01-09 15:45:00,Ewallet,7.0,0.33,48.0,15,Saturday,9,Afternoon,48.0,15.84
4403,4404,WALM028,Odessa,Fashion accessories,84.0,2.0,2022-11-12,2026-01-09 19:35:00,Ewallet,4.0,0.48,168.0,19,Saturday,11,Evening,168.0,80.64
4404,4405,WALM030,Richardson,Home and lifestyle,85.0,1.0,2021-09-19,2026-01-09 18:57:00,Ewallet,5.0,0.48,85.0,18,Sunday,9,Evening,85.0,40.8
4405,4406,WALM020,Killeen,Fashion accessories,85.0,3.0,2021-11-20,2026-01-09 19:44:00,Ewallet,4.0,0.48,255.0,19,Saturday,11,Evening,255.0,122.39999999999999
4406,4407,WALM019,Pasadena,Home and lifestyle,76.0,3.0,2020-12-10,2026-01-09 18:53:00,Ewallet,4.0,0.48,228.0,18,Thursday,12,Evening,228.0,109.44
4407,4408,WALM002,Dallas,Fashion accessories,35.0,1.0,2021-10-02,2026-01-09 16:46:00,Ewallet,7.0,0.36,35.0,16,Saturday,10,Afternoon,35.0,12.6
4408,4409,WALM043,Baytown,Home and lifestyle,59.0,1.0,2021-09-26,2026-01-09 18:25:00,Ewallet,4.0,0.48,59.0,18,Sunday,9,Evening,59.0,28.32
4409,4410,WALM090,Brownwood,Fashion accessories,26.0,3.0,2020-11-07,2026-01-09 18:26:00,Ewallet,6.0,0.33,78.0,18,Saturday,11,Evening,78.0,25.740000000000002
4410,4411,WALM091,Little Elm,Home and lifestyle,63.0,3.0,2023-11-29,2026-01-09 19:25:00,Ewallet,6.0,0.33,189.0,19,Wednesday,11,Evening,189.0,62.370000000000005
4411,4412,WALM039,Longview,Fashion accessories,56.0,1.0,2023-12-13,2026-01-09 19:52:00,Ewallet,4.0,0.48,56.0,19,Wednesday,12,Evening,56.0,26.88
4412,4413,WALM079,La Porte,Home and lifestyle,41.0,1.0,2023-11-01,2026-01-09 19:03:00,Ewallet,6.0,0.33,41.0,19,Wednesday,11,Evening,41.0,13.530000000000001
4413,4414,WALM012,Garland,Fashion accessories,48.0,2.0,2023-11-29,2026-01-09 16:00:00,Ewallet,4.0,0.48,96.0,16,Wednesday,11,Afternoon,96.0,46.08
4414,4415,WALM088,Cleburne,Home and lifestyle,38.0,1.0,2021-10-29,2026-01-09 15:20:00,Ewallet,6.0,0.33,38.0,15,Friday,10,Afternoon,38.0,12.540000000000001
4415,4416,WALM020,Killeen,Fashion accessories,30.0,3.0,2020-12-26,2026-01-09 15:05:00,Ewallet,7.0,0.48,90.0,15,Saturday,12,Afternoon,90.0,43.199999999999996
4416,4417,WALM095,Big Spring,Home and lifestyle,66.0,3.0,2021-12-03,2026-01-09 15:06:00,Ewallet,9.0,0.33,198.0,15,Friday,12,Afternoon,198.0,65.34
4417,4418,WALM059,Pflugerville,Fashion accessories,20.0,3.0,2023-09-11,2026-01-09 18:36:00,Ewallet,9.0,0.33,60.0,18,Monday,9,Evening,60.0,19.8
4418,4419,WALM061,Cedar Park,Home and lifestyle,49.0,1.0,2021-09-22,2026-01-09 20:09:00,Ewallet,7.0,0.33,49.0,20,Wednesday,9,Evening,49.0,16.17
4419,4420,WALM018,Frisco,Fashion accessories,20.0,1.0,2020-09-20,2026-01-09 16:13:00,Ewallet,6.0,0.48,20.0,16,Sunday,9,Afternoon,20.0,9.6
4420,4421,WALM051,New Braunfels,Home and lifestyle,34.0,1.0,2021-12-30,2026-01-09 16:45:00,Ewallet,4.0,0.48,34.0,16,Thursday,12,Afternoon,34.0,16.32
4421,4422,WALM021,McAllen,Fashion accessories,58.0,3.0,2020-09-29,2026-01-09 17:53:00,Ewallet,5.0,0.48,174.0,17,Tuesday,9,Afternoon,174.0,83.52
4422,4423,WALM092,Lake Jackson,Home and lifestyle,24.0,1.0,2020-10-27,2026-01-09 18:59:00,Ewallet,4.0,0.33,24.0,18,Tuesday,10,Evening,24.0,7.92
4423,4424,WALM013,Irving,Fashion accessories,18.0,2.0,2023-09-19,2026-01-09 17:08:00,Ewallet,5.0,0.48,36.0,17,Tuesday,9,Afternoon,36.0,17.28
4424,4425,WALM057,Euless,Home and lifestyle,66.0,3.0,2021-11-29,2026-01-09 15:47:00,Ewallet,6.0,0.33,198.0,15,Monday,11,Afternoon,198.0,65.34
4425,4426,WALM033,Pearland,Fashion accessories,33.0,1.0,2020-11-24,2026-01-09 16:24:00,Ewallet,6.0,0.48,33.0,16,Tuesday,11,Afternoon,33.0,15.84
4426,4427,WALM048,Harlingen,Home and lifestyle,34.0,1.0,2021-12-04,2026-01-09 20:24:00,Ewallet,5.0,0.48,34.0,20,Saturday,12,Evening,34.0,16.32
4427,4428,WALM059,Pflugerville,Fashion accessories,18.0,1.0,2023-12-18,2026-01-09 17:20:00,Ewallet,7.0,0.33,18.0,17,Monday,12,Afternoon,18.0,5.94
4428,4429,WALM077,Coppell,Home and lifestyle,71.0,1.0,2023-10-31,2026-01-09 20:05:00,Ewallet,5.0,0.33,71.0,20,Tuesday,10,Evening,71.0,23.43
4429,4430,WALM007,Arlington,Fashion accessories,61.0,1.0,2020-12-03,2026-01-09 18:43:00,Ewallet,9.0,0.48,61.0,18,Thursday,12,Evening,61.0,29.279999999999998
4430,4431,WALM028,Odessa,Home and lifestyle,58.0,3.0,2020-10-14,2026-01-09 17:43:00,Ewallet,6.0,0.48,174.0,17,Wednesday,10,Afternoon,174.0,83.52
4431,4432,WALM031,Lewisville,Fashion accessories,79.0,1.0,2023-09-21,2026-01-09 19:51:00,Ewallet,8.0,0.48,79.0,19,Thursday,9,Evening,79.0,37.92
4432,4433,WALM052,Mansfield,Home and lifestyle,81.0,1.0,2022-12-02,2026-01-09 18:37:00,Ewallet,4.0,0.57,81.0,18,Friday,12,Evening,81.0,46.169999999999995
4433,4434,WALM020,Killeen,Fashion accessories,55.0,2.0,2022-10-04,2026-01-09 19:44:00,Ewallet,7.0,0.48,110.0,19,Tuesday,10,Evening,110.0,52.8
4434,4435,WALM094,Alamo,Home and lifestyle,20.0,3.0,2022-12-14,2026-01-09 20:08:00,Ewallet,7.0,0.33,60.0,20,Wednesday,12,Evening,60.0,19.8
4435,4436,WALM097,Alice,Fashion accessories,15.0,1.0,2020-08-17,2026-01-09 15:49:00,Ewallet,6.0,0.18,15.0,15,Monday,8,Afternoon,15.0,2.6999999999999997
4436,4437,WALM045,Missouri City,Home and lifestyle,60.0,1.0,2020-10-02,2026-01-09 17:17:00,Credit card,7.0,0.48,60.0,17,Friday,10,Afternoon,60.0,28.799999999999997
4437,4438,WALM096,Eagle Pass,Fashion accessories,25.0,1.0,2020-09-05,2026-01-09 20:31:00,Ewallet,4.0,0.18,25.0,20,Saturday,9,Evening,25.0,4.5
4438,4439,WALM069,Rockwall,Home and lifestyle,46.0,2.0,2023-12-17,2026-01-09 17:59:00,Ewallet,4.0,0.33,92.0,17,Sunday,12,Afternoon,92.0,30.360000000000003
4439,4440,WALM072,Lancaster,Fashion accessories,40.0,3.0,2022-08-25,2026-01-09 15:33:00,Ewallet,6.0,0.33,120.0,15,Thursday,8,Afternoon,120.0,39.6
4440,4441,WALM037,League City,Home and lifestyle,79.0,1.0,2022-09-13,2026-01-09 19:48:00,Ewallet,7.0,0.48,79.0,19,Tuesday,9,Evening,79.0,37.92
4441,4442,WALM023,Midland,Fashion accessories,56.0,3.0,2022-08-05,2026-01-09 15:48:00,Ewallet,9.0,0.48,168.0,15,Friday,8,Afternoon,168.0,80.64
4442,4443,WALM031,Lewisville,Home and lifestyle,27.0,3.0,2020-09-22,2026-01-09 18:47:00,Ewallet,6.0,0.48,81.0,18,Tuesday,9,Evening,81.0,38.879999999999995
4443,4444,WALM013,Irving,Fashion accessories,36.0,1.0,2023-09-25,2026-01-09 19:42:00,Ewallet,5.0,0.48,36.0,19,Monday,9,Evening,36.0,17.28
4444,4445,WALM047,Flower Mound,Home and lifestyle,27.0,2.0,2022-09-23,2026-01-09 18:15:00,Ewallet,8.0,0.48,54.0,18,Friday,9,Evening,54.0,25.919999999999998
4445,4446,WALM007,Arlington,Fashion accessories,31.0,3.0,2020-10-11,2026-01-09 15:15:00,Ewallet,8.0,0.48,93.0,15,Sunday,10,Afternoon,93.0,44.64
4446,4447,WALM078,Del Rio,Home and lifestyle,32.0,2.0,2021-08-06,2026-01-09 18:41:00,Ewallet,4.0,0.33,64.0,18,Friday,8,Evening,64.0,21.12
4447,4448,WALM080,Nacogdoches,Fashion accessories,20.0,1.0,2021-09-04,2026-01-09 19:07:00,Ewallet,7.0,0.33,20.0,19,Saturday,9,Evening,20.0,6.6000000000000005
4448,4449,WALM097,Alice,Home and lifestyle,56.0,2.0,2022-12-22,2026-01-09 16:52:00,Ewallet,6.0,0.18,112.0,16,Thursday,12,Afternoon,112.0,20.16
4449,4450,WALM057,Euless,Fashion accessories,67.0,2.0,2020-09-23,2026-01-09 19:32:00,Ewallet,5.0,0.33,134.0,19,Wednesday,9,Evening,134.0,44.22
4450,4451,WALM004,Austin,Home and lifestyle,60.0,2.0,2020-11-15,2026-01-09 19:39:00,Ewallet,6.0,0.48,120.0,19,Sunday,11,Evening,120.0,57.599999999999994
4451,4452,WALM033,Pearland,Fashion accessories,22.0,3.0,2022-12-30,2026-01-09 20:42:00,Ewallet,6.0,0.48,66.0,20,Friday,12,Evening,66.0,31.68
4452,4453,WALM045,Missouri City,Home and lifestyle,58.0,1.0,2021-10-23,2026-01-09 19:25:00,Credit card,4.0,0.48,58.0,19,Saturday,10,Evening,58.0,27.84
4453,4454,WALM061,Cedar Park,Fashion accessories,78.0,2.0,2022-10-10,2026-01-09 19:48:00,Ewallet,5.0,0.33,156.0,19,Monday,10,Evening,156.0,51.480000000000004
4454,4455,WALM098,Mineral Wells,Home and lifestyle,62.0,3.0,2021-11-06,2026-01-09 20:18:00,Ewallet,8.0,0.18,186.0,20,Saturday,11,Evening,186.0,33.48
4455,4456,WALM092,Lake Jackson,Fashion accessories,16.0,1.0,2022-11-19,2026-01-09 19:10:00,Ewallet,7.0,0.33,16.0,19,Saturday,11,Evening,16.0,5.28
4456,4457,WALM079,La Porte,Home and lifestyle,18.0,1.0,2023-11-19,2026-01-09 16:35:00,Ewallet,5.0,0.33,18.0,16,Sunday,11,Afternoon,18.0,5.94
4457,4458,WALM095,Big Spring,Fashion accessories,83.0,3.0,2022-09-01,2026-01-09 17:17:00,Ewallet,8.0,0.33,249.0,17,Thursday,9,Afternoon,249.0,82.17
4458,4459,WALM041,Mission,Home and lifestyle,75.0,3.0,2022-12-08,2026-01-09 15:07:00,Ewallet,4.0,0.48,225.0,15,Thursday,12,Afternoon,225.0,108.0
4459,4460,WALM017,McKinney,Fashion accessories,23.0,2.0,2021-12-01,2026-01-09 18:23:00,Ewallet,6.0,0.48,46.0,18,Wednesday,12,Evening,46.0,22.08
4460,4461,WALM069,Rockwall,Home and lifestyle,60.0,1.0,2021-08-18,2026-01-09 17:28:00,Ewallet,6.0,0.33,60.0,17,Wednesday,8,Afternoon,60.0,19.8
4461,4462,WALM080,Nacogdoches,Fashion accessories,58.0,2.0,2021-08-09,2026-01-09 18:02:00,Ewallet,9.0,0.33,116.0,18,Monday,8,Evening,116.0,38.28
4462,4463,WALM017,McKinney,Home and lifestyle,31.0,2.0,2022-10-28,2026-01-09 18:30:00,Ewallet,5.0,0.48,62.0,18,Friday,10,Evening,62.0,29.759999999999998
4463,4464,WALM030,Richardson,Fashion accessories,67.0,3.0,2020-08-04,2026-01-09 17:43:00,Ewallet,7.0,0.48,201.0,17,Tuesday,8,Afternoon,201.0,96.47999999999999
4464,4465,WALM095,Big Spring,Home and lifestyle,20.0,1.0,2023-12-30,2026-01-09 16:05:00,Ewallet,5.0,0.33,20.0,16,Saturday,12,Afternoon,20.0,6.6000000000000005
4465,4466,WALM070,Hurst,Fashion accessories,31.0,2.0,2021-12-22,2026-01-09 16:31:00,Ewallet,9.0,0.33,62.0,16,Wednesday,12,Afternoon,62.0,20.46
4466,4467,WALM005,Fort Worth,Home and lifestyle,62.0,2.0,2023-09-14,2026-01-09 17:02:00,Ewallet,4.0,0.48,124.0,17,Thursday,9,Afternoon,124.0,59.519999999999996
4467,4468,WALM095,Big Spring,Fashion accessories,72.0,1.0,2023-10-12,2026-01-09 17:39:00,Ewallet,9.0,0.33,72.0,17,Thursday,10,Afternoon,72.0,23.76
4468,4469,WALM097,Alice,Home and lifestyle,72.0,3.0,2022-08-29,2026-01-09 20:39:00,Ewallet,9.0,0.18,216.0,20,Monday,8,Evening,216.0,38.879999999999995
4469,4470,WALM041,Mission,Fashion accessories,29.0,1.0,2022-10-23,2026-01-09 18:22:00,Ewallet,9.0,0.48,29.0,18,Sunday,10,Evening,29.0,13.92
4470,4471,WALM051,New Braunfels,Home and lifestyle,36.0,3.0,2020-10-01,2026-01-09 15:27:00,Ewallet,6.0,0.48,108.0,15,Thursday,10,Afternoon,108.0,51.839999999999996
4471,4472,WALM004,Austin,Fashion accessories,66.0,3.0,2021-09-05,2026-01-09 15:49:00,Ewallet,8.0,0.48,198.0,15,Sunday,9,Afternoon,198.0,95.03999999999999
4472,4473,WALM020,Killeen,Home and lifestyle,67.0,2.0,2020-08-02,2026-01-09 20:07:00,Ewallet,9.0,0.48,134.0,20,Sunday,8,Evening,134.0,64.32
4473,4474,WALM067,Haltom City,Fashion accessories,64.0,3.0,2022-12-21,2026-01-09 16:19:00,Ewallet,8.0,0.33,192.0,16,Wednesday,12,Afternoon,192.0,63.36
4474,4475,WALM042,Bryan,Home and lifestyle,33.0,2.0,2022-09-15,2026-01-09 18:28:00,Ewallet,4.0,0.48,66.0,18,Thursday,9,Evening,66.0,31.68
4475,4476,WALM026,Denton,Fashion accessories,27.0,3.0,2021-11-14,2026-01-09 19:42:00,Ewallet,5.0,0.48,81.0,19,Sunday,11,Evening,81.0,38.879999999999995
4476,4477,WALM047,Flower Mound,Home and lifestyle,45.0,2.0,2022-11-06,2026-01-09 20:34:00,Ewallet,9.0,0.48,90.0,20,Sunday,11,Evening,90.0,43.199999999999996
4477,4478,WALM023,Midland,Fashion accessories,32.0,2.0,2021-09-21,2026-01-09 17:01:00,Ewallet,6.0,0.48,64.0,17,Tuesday,9,Afternoon,64.0,30.72
4478,4479,WALM098,Mineral Wells,Home and lifestyle,53.0,3.0,2022-10-03,2026-01-09 20:58:00,Ewallet,6.0,0.18,159.0,20,Monday,10,Evening,159.0,28.619999999999997
4479,4480,WALM061,Cedar Park,Fashion accessories,80.0,2.0,2021-08-21,2026-01-09 15:26:00,Ewallet,8.0,0.33,160.0,15,Saturday,8,Afternoon,160.0,52.800000000000004
4480,4481,WALM049,North Richland Hills,Home and lifestyle,37.0,1.0,2022-10-07,2026-01-09 20:12:00,Ewallet,6.0,0.48,37.0,20,Friday,10,Evening,37.0,17.759999999999998
4481,4482,WALM021,McAllen,Fashion accessories,34.0,2.0,2020-09-26,2026-01-09 17:42:00,Ewallet,5.0,0.48,68.0,17,Saturday,9,Afternoon,68.0,32.64
